15,0.999044684
16,0.998952031
17,0.998891498
18,0.998878195
19,0.998833678
20,0.998826354
21,0.998775751
22,0.998722096
23,0.998602968
24,0.998512941
25,0.99841684
26,0.998292418
27,0.998162868
28,0.998037183
29,0.997897258
30,0.99769568
31,0.997478674
32,0.997249331
33,0.997002484
34,0.996723974
35,0.996472308
36,0.996153282
37,0.995751698
38,0.995377691
39,0.994952134
40,0.99442221
41,0.993922088
42,0.993392837
43,0.992845941
44,0.992211357
45,0.99151492
46,0.990692933
47,0.989874341
48,0.988736685
49,0.987578457
50,0.986257855
51,0.9850398
52,0.983568874
53,0.982094581
54,0.980595384
55,0.978911641
56,0.976921344
57,0.974871629
58,0.972861347
59,0.970434343
60,0.967892384
61,0.965057531
62,0.961787398
63,0.958145585
64,0.954007881
65,0.949384203
66,0.943851578
67,0.938247729
68,0.931648562
69,0.92474607
70,0.916861655
71,0.90852769
72,0.898451698
73,0.887135599
74,0.87388514
75,0.859042961
76,0.842159897
77,0.823593913
78,0.802674173
79,0.779249016
80,0.754021105
81,0.726852771
82,0.697003726
83,0.665583129
84,0.632190875
85,0.596012383
86,0.55783684
87,0.520393994
88,0.482246934
89,0.441815606
90,0.400059022
91,0.358857195
92,0.319382946
93,0.281919876
94,0.248002763
95,0.218259758
